wall_time,frame_id,f0,intensity_db,rhythm_db_std,rms,voiced_ratio,dF0,dI,dR,role,raw_role,gaze,gaze_ratio_role_window,gaze_threshold,gaze_valid_sec,gaze_engaged_by_role,gaze_role_score,gaze_score_for_fusion,torso_position,feet_pointing,crossed_arms,sleepy_eyes,smile,eyebrow_raise,visual_ok,visual_age,http_status,api_latency,p_t,v_t,r_t,s_t,engagement_raw,engagement
1787650751.111,278,203.947630305979,45.61051452722319,18.349413932098138,0.04362982296846936,0.3402061855670103,-0.226222584091167,0.7611244977109642,-0.6188805729061656,speaker,speaker,camera,1.0,0.3,5.168306350708008,True,1.0,0.55,towards,not_visible,no,no,no,no,True,0.3680553436279297,200,0.32751989364624023,0.35068254647065566,0.11363636363636365,0.952061855670103,0.18475021848665124,0.5326826943848955,0.5221426384799934
1787650751.447,288,185.15286119244772,43.668404019335476,15.320810736476183,0.019628112613885872,0.29896907216494845,-0.3208774230379754,0.5593022019450835,-0.9155520867392994,speaker,speaker,camera,1.0,0.3,5.169825792312622,True,1.0,0.55,towards,not_visible,no,no,no,no,True,0.3355257511138916,200,0.3680553436279297,0.05854922103147486,0.11363636363636365,0.9396907216494845,0.097110220854897,0.5376102436545505,0.5283296805498162
1787650751.782,298,185.15286119262208,44.04343204965702,15.143870499969559,0.019613870516932343,0.29896907216494845,-0.3181287707171054,0.5912119829577869,-0.9240905895225687,speaker,speaker,camera,1.0,0.3,5.166737079620361,True,1.0,0.55,towards,not_visible,no,no,no,no,True,0.30237340927124023,200,0.3680379390716553,0.077579618011241,0.11294777888677851,0.9396907216494845,0.10233733062411725,0.5427229184276542,0.5340869757009514
1787650752.119,308,184.0024604502195,42.98313050331335,10.446459955949447,0.015632322973294904,0.18556701030927836,-0.3216327734507598,0.47926970849384176,-1.3845907380293543,speaker,listener,camera,1.0,0.3,5.170233726501465,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.274458646774292,200,0.36548590660095215,-0.2865222892971592,-0.570208583925156,0.9056701030927835,-0.48510269553675694,0.5034030674035352,0.521813412381985
1787650752.455,319,246.34711217455822,35.19360111214117,14.317894029481696,0.0122023942204219,0.041237113402061855,-0.02708619238295215,-0.3044759277083145,-0.9836014232958359,speaker,listener,camera,1.0,0.3,5.1687421798706055,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.2640542984008789,200,0.3454146385192871,-0.820198499952677,-0.5715238633146934,0.8623711340206186,-0.6461262543060884,0.45469440131073474,0.4949658079534849
1787650752.791,328,211.33202645064182,46.47357696483727,20.280311813010687,0.028738296648403876,0.32989690721649484,-0.18039727641961195,0.8235216575612959,-0.38735964494293673,speaker,speaker,camera,1.0,0.3,5.136263847351074,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.23099112510681152,200,0.3691232204437256,0.5166001772930807,-0.5728228762862346,0.9489690721649484,-0.24599596021244,0.43554515045244924,0.47119754495307065
1787650753.159,339,191.62840447268434,56.52504927250738,17.68590947241915,0.034766914179700965,0.5979381443298969,-0.27661767500779433,1.8204336717526943,-0.642926282552661,speaker,speaker,camera,1.0,0.3,5.152889251708984,True,1.0,0.55,towards,not_visible,yes,no,no,yes,True,0.23428654670715332,200,0.3647782802581787,1.2089000053744563,-0.536348220783814,1.0,-0.012773752936332872,0.43590091128225794,0.45707889148474556
1787650753.511,350,178.2359188328565,61.53557766464763,7.385399678487407,0.03466515357572575,0.8247422680412371,-0.3466482377067903,2.3032821742491927,-1.6665479991203092,speaker,speaker,camera,1.0,0.3,5.168297529220581,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.23605060577392578,200,0.35022521018981934,1.0160210587805638,-0.5755518202940825,1.0,-0.09807995657168855,0.4289202825021462,0.44581544789170585
1787650753.847,360,164.37796533656046,39.62610306711172,28.31269156942097,0.022887643603457315,0.5360824742268041,-0.42465409456621567,0.08930189275310951,0.44284666996425026,speaker,speaker,camera,1.0,0.3,5.1683189868927,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.22117400169372559,200,0.3462660312652588,0.5494765634641456,-0.5767985029819755,1.0,-0.23891598304813919,0.4101476670761079,0.4315483355654667
1787650754.183,370,161.3260053570112,17.853481352246497,26.27541808853678,0.011949091276436697,0.24742268041237114,-0.43992930149912873,-2.088853297660944,0.23469085517618887,speaker,speaker,camera,1.0,0.3,5.167908191680908,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.18351459503173828,200,0.37374329566955566,-1.3103034742734778,-0.5780317440560847,0.9242268041237114,-0.7977132631213026,0.3513379886761707,0.3994641968097483
1787650754.519,380,205.76938777014897,11.568020618466656,25.068688589228913,0.02854743796786187,0.15463917525773196,-0.19303490424975525,-2.696510838062319,0.11167099669364014,speaker,listener,camera,1.0,0.3,5.167524099349976,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.15922999382019043,200,0.3601264953613281,-1.9936886203087936,-0.5792487475283649,0.8963917525773195,-1.0035807093624933,0.2860889954468214,0.35411411626457756
1787650754.856,391,199.09846863570922,22.43826064015275,30.03846111017579,0.029759545939091848,0.25773195876288657,-0.22423443867017515,-1.582521727513086,0.6075315388213912,speaker,speaker,camera,1.0,0.3,5.136969089508057,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.12843799591064453,200,0.3674142360687256,-0.7893812393825467,-0.580453385683537,0.927319587628866,-0.6431317417932398,0.24904942510223904,0.3120882397996422
1787650755.192,401,199.0984686352237,22.24684020459196,30.10070707564765,0.02975954662678643,0.25773195876288657,-0.22222369614367082,-1.5858385537940336,0.6076808199803636,speaker,speaker,camera,1.0,0.3,5.128227233886719,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.09784221649169922,200,0.3665957450866699,-0.7929505029751733,-0.5816408297107444,0.927319587628866,-0.645033731690073,0.21584063721240584,0.27358919876474763
1787650755.527,410,193.65293947515516,3.9275471364812096,15.771416990446788,0.00840760569344956,0.08247422680412371,-0.24796100472596444,-3.4019094750671686,-0.8313249967395262,speaker,listener,camera,1.0,0.3,5.103877305984497,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.0800468921661377,200,0.3534259796142578,0.0,-0.5828122377145942,1.0,-0.40796856640021595,0.19676508221140515,0.24285955214341065
1787650755.879,421,nan,0.0,0.0,0.00014942526924156027,0.0,0.0,-3.794664188715289,-2.408466695784205,speaker,listener,camera,1.0,0.3,5.104322910308838,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.08391928672790527,200,0.3475360870361328,0.0,-0.5840231478352026,1.0,-0.4088162034846418,0.17923653865736097,0.2174103467489908
1787650756.216,431,189.91151914234925,11.407661908791184,19.492789388727488,0.014938400122862495,0.08247422680412371,-0.2674703148196086,-2.6538979978361708,-0.4591877569114562,speaker,listener,camera,1.0,0.3,5.1043150424957275,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.05274605751037598,200,0.3682708740234375,-2.264895895006006,-0.5851699825310094,0.8747422680412371,-1.0890877562735082,0.13885067768970122,0.18598647912527497
1787650756.552,441,175.1668012509927,26.580622611886014,26.165363469585248,0.017269111728958193,0.27835051546391754,-0.34828991937555515,-1.1366019275266879,0.20806965117431986,speaker,speaker,camera,1.0,0.3,5.104765176773071,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.02353668212890625,200,0.3651852607727051,-0.6102947916289809,-0.5862988110025631,0.9335051546391753,-0.5934976051904884,0.1209129783136834,0.15995707880063834
1787650756.918,452,175.16680125141386,21.299908260762976,29.068677449957033,0.01726847216688906,0.27835051546391754,-0.3453445279046851,-1.6533073433637249,0.49632035269975494,speaker,speaker,camera,1.0,0.3,5.13634991645813,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.023047208786010742,200,0.366959810256958,-0.8521813991187843,-0.5875141629345123,0.9335051546391753,-0.6669143337897938,0.10300696740976975,0.1371770342442909
1787650757.256,463,171.61608063968404,4.669219046160054,18.463218647889427,0.007576205692409616,0.1134020618556701,-0.36289879680392934,-3.29984319139038,-0.5691887310340029,speaker,listener,camera,1.0,0.3,5.136317491531372,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.36058592796325684,200,0.366959810256958,0.0,-0.5886190589985455,1.0,-0.41203334129898184,0.09379044326075907,0.11982239785087817
1787650757.592,473,nan,0.0,0.0,0.00032067829740521376,0.0,0.0,-3.7667650960063854,-2.4155105958229455,speaker,listener,camera,1.0,0.3,5.136372089385986,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.3295152187347412,200,0.36713624000549316,0.0,-0.5897055000416495,1.0,-0.4127938500291546,0.08542412202608989,0.10606308752096286
1787650757.937,483,nan,0.0,0.0,0.0003572547304736574,0.0,0.0,-3.7667650960063854,-2.4155105958229455,speaker,listener,camera,1.0,0.3,5.145631313323975,True,1.0,0.55,towards,not_visible,yes,no,no,no,True,0.30788183212280273,200,0.35936760902404785,0.0,-0.5865862691266792,1.0,-0.4106103883886754,0.07790763406981453,0.09480090614050353
1787650758.296,493,nan,0.0,0.0,0.0012189859961747082,0.0,0.0,-3.7667650960063854,-2.4155105958229455,listener,listener,camera,1.0,0.45,0.3587214946746826,,0.0,,towards,not_visible,yes,no,no,no,True,0.299527645111084,200,0.36707568168640137,0.0,-0.6090578142661576,1.0,-0.42634046998631026,0.07073935476271281,0.08517628558938724
